Age,Income,Credit_History_Years,Debt_to_Income_Ratio,Employment_Years,Education_Level,Marital_Status,Number_of_Dependents,Outstanding_Debt,Home_Ownership,Number_of_Credit_Cards,Monthly_Expenses,Employment_Status,Previous_Defaults,Credit_Limit,Loan_Amount,Loan_Term_Months,Credit_Score
42,28496,21.129420827371124,0.6544744466317358,22,1,1,4,2900,2,2,4033,1,0,48472,26307,18,478
22,140522,12.12408333341077,0.8548591556204268,31,4,0,3,32743,1,7,9398,0,2,42736,27765,75,432
22,32270,29.026490752060244,0.6468819574369336,8,4,0,0,30263,2,2,9478,2,1,47579,27627,52,564
37,96008,8.321625064871792,0.8762862554309868,2,4,1,3,21461,1,9,2136,3,0,36632,6979,19,305
33,40724,21.30859016141695,0.43327205189829776,26,2,1,2,34376,1,5,2449,1,1,8226,18570,57,596
68,50416,18.82302451123187,0.6079898578336359,26,3,0,1,16396,1,5,8947,1,1,10082,30972,61,410
58,55575,0.36149924688746116,0.845169523153447,9,1,1,3,6207,2,4,7370,2,0,6323,15484,111,648
54,101190,26.556507879971207,0.9180857202209175,15,3,0,4,36466,0,6,9969,3,2,49456,38628,49,450
57,96614,4.1883798105889944,0.024682733317183292,23,2,1,0,45783,2,3,7931,1,0,25384,44808,92,709
26,113566,19.907663369934994,0.10395269228754456,22,3,1,2,43677,1,9,1880,1,1,40594,10990,50,577
22,140989,23.26645352382867,0.9311720613381269,8,3,1,0,16179,1,5,2430,3,1,46351,5716,81,681
59,93108,18.92782939495383,0.5685087697345313,1,3,0,0,44657,2,0,6335,0,1,38506,24006,110,513
19,37408,2.9134160254097674,0.990192093933863,5,4,1,0,33333,1,2,8814,0,0,34887,30846,94,701
26,147192,29.25537408764073,0.7926330427168871,36,2,1,4,35640,1,6,1194,3,0,29889,49223,42,546
60,39359,7.10453743563667,0.8181401837431443,34,2,0,1,39441,1,8,9217,1,0,8643,31708,60,345
53,28698,18.83594309831607,0.3861225076510072,6,2,1,3,38424,2,0,5929,0,0,24428,44453,15,338
39,90392,23.915341747839335,0.257541387834999,14,3,1,4,37556,2,3,8606,0,2,44719,41564,36,445
39,113063,28.17708029719535,0.5982591739818802,20,4,0,1,31507,0,6,4125,0,1,27267,44722,47,521
39,59492,18.120315877677236,0.8790320986349991,37,1,1,2,28170,0,9,2374,1,2,39690,25106,43,759
51,94781,7.7716244748934695,0.725698508708314,35,4,1,3,48807,2,8,7021,3,0,10183,6211,52,412
46,63634,25.099170522208993,0.472175140173945,22,1,0,1,29153,1,7,4188,1,0,9069,18504,115,396
55,137255,4.896598978502144,0.7532004760410383,28,3,1,2,18009,1,1,9945,3,0,46411,30929,17,657
63,62864,0.6684728421321184,0.6903976232075948,12,4,0,3,7664,1,1,1885,2,0,30927,5641,23,461
50,114482,27.24446575327205,0.9130514249049292,4,4,1,2,3497,2,8,7970,1,1,40491,15911,14,728
35,57355,17.26166874163818,0.2635572231315034,38,1,0,4,45742,2,1,6054,1,1,29577,30209,28,618
24,57690,2.0892447243395598,0.1193114592570097,38,1,0,2,33847,2,9,2638,2,2,28170,24327,98,377
18,57814,17.391881613690156,0.4700511629722638,0,3,0,0,2848,1,6,9659,0,0,22838,12761,54,800
50,51645,4.350425049673459,0.36108081086215116,19,4,1,4,16993,1,9,7959,2,0,28935,17781,101,551
18,104814,0.9415801919059519,0.9748611470669784,0,4,1,2,31513,1,8,4725,2,2,17638,5863,89,759
41,92739,3.4957214247226256,0.007504187666253603,34,4,0,4,34116,2,7,7452,0,2,9282,17017,84,692
21,76630,23.253222855179107,0.9333830619797961,39,2,1,3,30173,1,4,8621,0,0,26513,38478,35,507
21,68171,22.669827144407996,0.955079222499964,6,1,1,0,43884,2,1,1003,3,2,8055,23339,62,810
35,41658,18.129544047458495,0.05095837676845605,34,4,1,0,35131,2,5,1534,3,1,40737,25323,79,803
44,143980,6.279848697384171,0.889569851145667,33,2,1,2,2010,1,6,4928,2,1,44286,43387,44,839
60,146541,22.169011973859256,0.47077883963144285,4,4,1,3,19364,0,9,9032,2,0,8841,37390,57,434
49,128132,12.241358016452029,0.7661507364538663,28,1,1,4,9716,2,6,5810,1,0,6293,8685,51,718
50,35797,15.3226085137902,0.07925553113494743,26,4,1,2,38552,2,4,2117,3,0,44937,43879,69,715
45,78799,26.92922079978964,0.9552055941180805,6,4,1,1,47210,1,9,8540,0,0,49378,25152,30,347
59,138301,13.735725712143761,0.6075484750540643,0,3,0,2,15305,0,8,8746,1,2,10512,43148,19,479
58,118342,18.79098461554472,0.8986943033195438,8,3,1,1,34475,0,5,7882,0,2,40892,28635,22,674
53,116494,28.852544755137238,0.6729630942099472,0,4,0,0,2465,1,9,7514,2,1,26498,9498,32,569
23,72236,13.541696965019922,0.5368102940564082,26,2,1,2,16732,0,8,3693,3,1,23058,49249,17,704
33,26265,16.821836945780706,0.1724956843264327,16,2,0,2,8742,1,7,4347,3,1,40773,9727,28,810
51,147119,17.532438746503438,0.17795413020880047,31,2,0,0,44178,1,9,8544,0,1,33256,30943,73,739
40,145611,7.221346766182629,0.47257029195302924,29,4,0,4,26258,0,8,3700,2,1,43379,24945,77,301
67,92134,22.107661868488574,0.8704422156413772,14,2,0,2,28,2,0,4292,0,1,28953,6705,83,462
59,120719,21.799110848215427,0.11521867788185625,27,3,1,3,28353,0,1,6661,3,1,44319,16696,107,849
41,102678,6.406702244870461,0.9983851496257438,2,4,1,0,45657,2,7,8590,0,2,14678,19877,78,498
66,73494,0.40014134503537857,0.8759122565014994,27,3,1,4,29164,2,5,9212,0,1,40773,12359,119,400
30,141754,29.96824711705359,0.3925587706646535,4,3,0,0,43887,2,0,8512,2,2,35420,16626,109,534
35,72268,17.44763198882069,0.25311833075776513,1,2,0,0,33522,0,9,3849,0,2,21134,23550,88,461
30,135452,5.43096127128004,0.9219960951656542,37,3,1,4,7901,2,0,8591,1,1,12289,39163,98,413
66,46998,8.506964475440382,0.1232116192366357,15,3,0,4,11595,1,0,8427,0,2,6809,37817,24,472
54,111426,18.533761266272997,0.34728993541916453,16,1,1,4,12216,1,2,1652,3,0,11229,27026,99,420
60,114414,4.128467431442411,0.08391234849399365,11,1,0,3,29536,2,8,5157,3,1,33383,28058,85,479
56,81339,1.1184191132686938,0.9534622797312103,25,1,0,1,18184,0,5,4185,1,0,29638,14990,40,828
59,34306,23.954395033642303,0.6176229486753874,6,2,0,0,32758,2,1,7282,2,0,25772,38547,103,827
34,84006,21.475387330557503,0.33617964467343875,23,2,0,2,20993,1,7,3724,2,2,6478,29723,47,602
32,138717,9.288049443989506,0.2754831653703942,15,3,0,1,6689,1,9,2135,0,1,15546,26190,27,813
35,67345,1.7547413332370743,0.44409429354302477,17,3,1,2,49428,2,2,5243,0,0,23636,15812,12,714
40,31885,14.58812732544233,0.09137847700727086,7,2,0,2,13005,0,0,8629,1,1,14916,42432,83,835
68,129681,8.285588697766768,0.8893489302320822,26,4,0,2,18768,1,9,5777,3,1,14635,28507,74,646
47,63826,11.933376519409432,0.510940376950727,25,4,0,3,439,0,5,4862,0,0,35876,10869,59,715
51,75597,8.219080391268086,0.7250981246833043,30,4,1,3,34180,1,3,7715,0,0,43186,10489,61,821
21,27443,5.25802859777773,0.23374584169443213,17,1,1,1,11604,1,5,7077,1,1,35079,34489,13,661
20,117375,11.609693605091666,0.5037492608766879,1,3,1,4,27413,2,7,6381,0,1,27081,31422,55,609
24,136005,28.94682370433446,0.21108613632695583,22,4,0,3,39847,1,3,3358,1,1,19443,28747,85,584
35,37084,7.986836010299011,0.8160946146205971,21,1,1,0,5203,2,3,3935,2,2,38180,49453,48,575
59,109447,10.078999321409535,0.7752750098410391,32,3,0,1,37851,1,5,8701,0,2,47463,8317,54,470
24,24383,9.87726100573892,0.14820232419639945,17,4,0,0,23742,1,1,1149,1,1,5204,25321,94,427
57,112313,14.408664593716209,0.07450690073606625,14,4,0,2,41887,0,2,2433,2,1,35865,30123,38,788
23,54361,25.305166163783507,0.8241967365547196,2,1,0,0,16684,2,1,5621,3,0,32907,43718,21,388
39,100294,12.06367774648935,0.10964790473926378,22,4,1,3,17746,0,8,5241,1,0,27775,23045,59,368
18,81331,24.18443892099126,0.5484839806853354,1,3,0,0,25307,2,3,4719,3,2,30805,29055,58,661
21,115057,3.4503632829761144,0.5344872979314069,3,4,0,2,35286,0,2,2333,0,2,9334,25778,47,316
63,40529,26.847216140463395,0.20294406813215604,25,1,1,2,10530,1,1,5769,3,0,25989,19883,117,391
66,78574,5.559122505718037,0.5913564658847827,18,4,0,3,28973,2,0,8444,3,2,34231,47011,96,828
69,108627,1.1760449724758237,0.5027552074646032,9,1,0,1,39550,2,1,9609,1,1,28303,45252,64,569
67,141685,4.7506344113119,0.5091892223731389,21,2,0,4,4580,2,3,6581,2,2,31130,37119,83,846
60,125330,5.7224937387195585,0.3596999764246691,5,4,0,1,45929,1,3,5825,0,2,42527,32372,85,372
46,116917,15.255123828400771,0.8384285569251673,0,3,1,4,17059,1,6,7327,0,1,12038,27095,16,771
38,120916,13.498148782591672,0.0843705628682494,15,4,0,3,41323,2,2,8793,0,1,11448,42615,17,526
43,50932,21.47623250795126,0.43862304784866935,6,1,0,3,47805,0,6,1287,2,1,41471,37350,38,818
31,129633,1.5285325738099043,0.25981635816451965,23,2,1,3,29778,0,3,6196,0,0,13591,28429,59,765
26,142087,14.931187541282535,0.8484332519621813,34,3,0,2,7897,1,8,3722,3,1,20076,31290,21,671
64,21908,9.974136807701425,0.22508048405255354,13,4,1,1,37731,1,6,4762,3,0,14781,33818,109,324
29,125258,18.921189962730253,0.7670248235658,3,2,0,4,35178,0,1,2654,2,2,41672,41350,108,370
59,133489,1.310991723750553,0.6115153223922026,14,1,0,1,38937,0,8,7733,2,2,23952,28798,81,347
68,50358,1.048044267544781,0.8747902553800294,22,3,1,4,15062,1,8,7099,1,2,38449,20719,79,579
68,50412,12.817548041888898,0.593793942921077,18,1,1,0,10211,0,1,5489,2,1,32561,15968,55,655
23,148319,24.340184376045357,0.556484366403514,13,4,1,1,43935,0,7,5872,1,2,24125,7369,73,548
37,103710,20.132821924058238,0.801129939581513,26,1,1,0,6990,0,6,6113,0,0,35965,39602,28,437
41,142856,0.5011827573469774,0.5624864664982302,35,2,1,3,47578,1,0,5746,1,2,46208,20445,82,488
44,101032,5.3541628264236705,0.8445420589800381,37,1,0,2,25680,0,0,3743,2,2,41991,25350,65,627
55,22928,6.801943935523289,0.04931802980911759,21,3,0,2,45395,2,7,7902,1,0,11340,23219,69,351
25,85158,12.691767826355841,0.4951498536605241,10,2,0,1,25528,1,9,5815,0,0,23310,25884,107,743
18,50632,17.601470517653986,0.8126915133777428,3,4,1,0,34511,2,4,7506,1,0,16825,20134,25,845
66,52309,6.49380521691869,0.8483651469155347,31,1,0,0,24175,2,8,8283,0,0,5193,24761,40,775
66,29280,11.47542673416893,0.8340553774093672,39,1,0,4,30185,0,2,8499,2,0,23370,24700,112,747
41,60449,17.518301819812926,0.6043813196115637,23,4,1,1,15482,2,2,7084,3,2,38937,8598,86,513
64,107171,11.503059117049471,0.9939713421401016,33,4,0,1,47549,1,7,7969,0,1,36213,34918,107,459
24,46957,4.295082641538965,0.1813863078056812,2,1,0,0,13211,1,4,7057,3,1,25469,11035,15,819
36,56895,14.749833766146708,0.1744575793875347,37,4,0,0,19324,1,0,3561,1,1,7487,31197,89,505
39,90499,9.719825878614163,0.032822674524508266,1,2,1,2,27358,1,8,4855,1,0,6157,5816,66,756
52,113057,25.92565087664507,0.9893371762556226,22,3,1,1,30799,0,1,5177,3,2,34345,43776,110,385
47,118151,23.26874724281503,0.3480205075556708,39,2,0,2,24191,1,6,1606,1,0,9067,35656,84,803
46,130065,5.708252767010683,0.76205417953877,19,1,1,3,4429,2,7,8116,2,1,14258,20455,69,598
39,131858,4.579073739925331,0.059710312775479446,7,2,0,3,41966,0,3,5489,1,2,28272,44089,106,542
28,41695,10.430300199435,0.29868810632995646,34,1,1,0,18505,1,2,6879,2,1,24860,10313,72,566
37,94893,12.365235013307771,0.6238473413949016,2,2,1,4,40385,2,0,8435,2,2,8953,26980,100,487
46,83123,27.960544539741843,0.524780096099265,31,1,0,0,25312,2,9,5561,1,2,15838,49595,112,542
68,45176,9.04862211255999,0.20774823969588585,30,4,0,1,42280,1,6,4190,2,1,31619,29633,115,764
58,38409,26.02753058905475,0.46159291279217785,30,2,1,0,4181,1,6,5917,3,0,16392,11677,87,815
59,144464,15.159278380611472,0.108781991871846,0,1,1,2,21313,2,8,9111,0,0,43074,36095,60,610
51,76967,26.56871176672169,0.5427034722495039,11,4,0,0,9919,2,5,5445,0,1,36138,34694,37,570
18,20987,21.058613319857592,0.09694144305507013,17,1,0,2,13062,1,3,8854,2,1,20676,13721,36,596
48,74462,21.25166904328107,0.6359354575595126,23,2,0,3,26536,2,0,6464,0,2,10941,17981,106,527
47,87501,15.563924624884436,0.15535757808021178,35,2,1,2,34938,1,5,3176,0,1,49094,47896,22,408
65,125620,25.209121247344193,0.5470858922679588,28,1,0,1,40364,0,1,3757,0,2,16177,15343,13,465
35,116854,7.632744157250869,0.1291206798232194,24,4,1,0,44971,0,9,7318,1,2,23949,29836,84,494
34,46015,27.22053814550607,0.4007104336715338,22,3,1,1,3613,1,8,7244,3,2,41329,18185,83,487
55,114727,19.103275651079016,0.35183154478645906,2,1,0,2,20389,1,6,5012,0,2,10813,11006,67,688
31,132350,13.161267044775771,0.7564106998330192,29,1,1,2,4262,1,0,9014,0,1,36099,48661,92,830
40,86404,29.46569710246671,0.6411616446142615,16,3,1,2,34450,2,3,3856,0,0,10035,24146,94,530
42,136751,25.860423207349204,0.9370888204029905,29,1,1,2,42749,2,4,1872,0,1,11842,38165,20,704
32,148807,23.160630384950988,0.9219106519518643,18,2,0,2,45486,0,2,8981,0,1,19863,41609,111,405
63,70281,8.217074132068316,0.7249960285613629,4,2,1,0,33168,1,8,8933,2,0,7680,47293,26,463
39,57146,29.21222101297193,0.7705857405897918,39,4,0,4,30308,1,8,9414,2,0,28964,14173,65,391
20,68231,22.289625084778674,0.6249124165770845,33,3,1,1,13257,1,8,2227,1,0,33518,36000,104,316
36,49032,18.156518520871245,0.6916632307447195,8,1,1,3,8782,2,1,5736,0,2,43631,14195,61,418
61,48305,27.653976870399987,0.6172223686334285,38,2,1,3,3012,1,2,5666,3,2,49370,42385,23,506
51,74306,4.865450457873876,0.3117650313013912,25,1,0,1,47205,2,9,2234,1,0,15336,43367,12,637
52,108176,4.170481582928303,0.3506895825380376,4,3,0,0,34282,0,6,3808,3,2,41701,26188,78,603
67,141139,16.911402431722806,0.5747338279696221,23,2,1,1,28514,1,5,4333,0,2,5525,47958,39,544
18,38318,1.7014078989933212,0.7201769273948162,30,3,1,2,17155,1,7,3305,0,1,44838,36462,66,771
69,33246,19.91960585601047,0.4061190459657762,23,1,1,4,6608,2,0,3422,3,0,13153,27342,104,425
38,53844,7.222234143468595,0.14266780082675456,20,4,1,1,26221,1,7,2196,1,0,33342,49494,48,837
46,52602,3.5707973382921407,0.4594171683526067,21,1,0,0,26005,2,0,1881,3,2,33163,37802,109,462
23,41584,12.284875493744341,0.9631878205350558,37,1,1,2,30084,1,5,9469,0,2,5931,11081,55,627
54,136327,13.97848879096691,0.2140868679173742,21,3,1,1,11451,0,7,5259,3,0,17364,6996,110,689
18,35169,5.114545916882133,0.649069086960794,20,2,0,1,47853,1,9,6038,1,0,45756,13630,23,734
68,45968,1.2460581286839656,0.9825417981636639,29,3,1,2,35875,2,6,5618,1,0,11116,6482,23,748
18,26385,12.421667737164409,0.37623771946062967,9,2,1,0,23397,1,2,1149,0,0,47505,45332,108,750
44,93758,22.785790079652898,0.8878836088416026,2,1,0,4,20360,2,6,3420,3,0,38406,5922,79,825
38,142684,26.225993118030647,0.8640087171760213,38,1,1,4,30931,1,2,3056,0,0,5185,25420,25,666
33,135391,2.9264488238729913,0.3390449590252036,28,4,1,2,3437,2,2,2908,0,1,32195,37593,22,456
61,45444,15.740263890337653,0.09851732511577393,24,4,0,3,49464,1,4,8169,2,1,41328,34674,53,359
57,123784,7.902089664191544,0.17853915456678504,1,3,1,0,33641,0,1,5086,0,0,36491,35071,115,529
43,143112,11.239016088085995,0.36574917810145546,12,2,1,3,14838,1,0,9773,1,2,18705,31867,106,552
33,126081,28.00325489279719,0.959134308945273,26,4,0,3,13164,2,3,8915,3,2,17993,49431,55,786
45,82497,10.562243188369408,0.27445014504809706,28,4,0,3,39885,0,3,1428,3,0,40804,10109,53,527
18,25362,10.960377905349805,0.9268647459271657,13,1,0,0,41049,0,3,2610,0,1,12941,14341,110,844
53,119254,6.281874772349738,0.1813646856171145,3,1,1,3,26243,2,9,9405,1,1,24915,8153,13,419
27,28250,28.800552540775666,0.9698124256912016,7,3,0,2,35122,2,9,2048,1,2,12528,25274,28,523
60,88354,13.694620699808501,0.29360453539799714,4,3,1,1,22438,1,8,9645,3,2,11087,49125,51,568
34,56368,17.11176402170289,0.6330922634412056,26,2,1,2,49747,0,2,6442,3,0,21841,30433,31,335
40,64109,13.595042769041992,0.069691224470533,23,4,0,1,8297,2,5,2079,1,2,39880,28031,61,568
24,100589,7.587572302915925,0.2996641711873148,33,1,0,4,18634,1,6,2806,2,2,28106,34573,31,429
61,77645,24.312378394229608,0.2107104063783839,27,2,0,3,21814,1,6,8362,0,2,49139,26400,111,429
24,76997,0.8541367763046348,0.003416668683892232,23,4,0,4,18027,2,4,9604,1,0,32516,38460,119,329
61,47426,20.70730290275081,0.1567697877173242,4,2,1,4,43911,0,1,8966,0,0,21027,27983,65,845
32,137632,17.828184317980572,0.5931036498371909,12,2,1,0,26710,2,1,2362,1,0,14705,30190,72,463
51,132637,4.328419520662475,0.3899201732046589,17,3,1,3,12143,1,8,9871,3,1,21867,43458,88,797
63,59023,4.977151329020683,0.7225709813714349,16,4,0,4,13966,2,0,6054,1,1,38689,48860,23,351
62,142268,19.776767637026083,0.6710746003070072,29,2,0,1,48192,1,0,3212,1,2,5697,22602,38,455
21,79267,9.364163749898145,0.7992995090079187,37,2,1,1,49929,2,7,4529,0,1,11488,36842,34,571
31,44892,7.972142344970376,0.8670250230326292,18,2,0,0,10839,2,6,5716,3,1,21737,37167,63,827
31,79232,1.7746828661183789,0.8198255031236618,21,3,1,4,14670,0,8,7566,3,2,24394,6315,16,518
33,139952,22.994492679683525,0.44806083971838473,17,3,0,4,19631,0,5,7094,2,2,42176,45057,54,664
24,129211,26.48015805901936,0.3087277303655077,25,1,0,4,16853,1,2,5926,2,0,18339,42986,118,813
49,114897,24.59533055177201,0.5023024629684717,14,3,0,0,37911,0,1,2683,1,1,8356,11209,19,408
36,79225,13.981023585001108,0.535128506638042,27,3,0,3,5065,2,6,1864,3,0,49927,21517,59,466
19,36007,16.018692257416873,0.313174516941889,29,4,1,4,42646,0,0,3750,0,0,13116,36464,79,537
27,99777,7.268285819540651,0.5400065451397683,27,4,0,4,9540,2,7,6728,0,1,39709,31425,26,644
67,64858,5.185642182563584,0.10577965216463159,19,2,1,2,11040,2,7,7444,1,0,31124,14051,27,395
34,65073,24.69003524674034,0.231041795015288,3,1,0,1,38947,1,8,5258,2,2,48646,11752,51,385
54,109438,23.950324816344907,0.7460480868905556,3,3,0,3,18663,0,8,2843,0,2,28736,13951,58,441
29,110042,23.32079485310676,0.18283222832374002,36,4,1,3,36441,1,8,9429,0,1,16625,14443,76,636
23,103098,13.900779191929043,0.13903784824340015,14,1,0,3,1345,2,6,6931,0,0,42842,8811,42,373
39,40239,25.935232825336776,0.28734319132076347,33,4,1,4,27873,2,2,5515,3,1,18124,15295,92,385
49,82969,27.78696208052444,0.3710491167612531,10,2,0,2,40734,1,9,9818,0,1,7628,19792,73,444
58,33065,9.850330339603342,0.3285486844482154,22,3,0,3,39271,1,5,4290,0,1,15849,32998,103,804
37,130951,6.740834753410675,0.37460538486440476,34,2,1,0,19371,1,5,2699,1,1,46520,13676,29,484
18,61291,13.927890923279495,0.13991234289760834,34,2,0,0,11454,2,1,3501,3,0,22249,8766,55,513
64,58805,5.379790700237775,0.16539515797428694,10,4,1,1,1196,0,3,7231,0,1,33938,19513,56,473
23,118831,26.520086554196908,0.2358349795975745,1,1,0,2,48722,2,1,5176,3,2,38781,8712,20,693
36,38443,10.139715002333084,0.40199201745331237,14,3,0,3,30328,2,2,6282,1,0,16910,46647,37,531
35,29290,17.285153596217302,0.3358991016184366,39,1,1,2,49617,2,6,7057,3,0,22937,33472,103,705
23,20211,17.84158487721375,0.7913349314266095,27,2,1,0,22193,2,7,9207,1,1,44109,25643,12,781
62,103634,15.449636410376892,0.525517913263076,30,3,0,3,42818,0,0,9071,1,2,38009,24113,15,491
50,39072,4.695771282692949,0.5757010270461355,31,2,1,4,37062,2,7,2720,1,1,40186,10622,97,528
40,63290,29.730019202801138,0.5605929344039001,33,4,0,0,43862,1,7,2453,1,0,30211,28841,67,385
40,105186,5.178096877233891,0.39877505856229656,21,1,1,1,31460,0,6,1809,1,1,14152,45135,17,338
43,35115,22.545220817127294,0.9804832987864336,28,1,1,3,10368,1,6,4733,0,1,28254,10709,14,417
30,25149,23.740886221654772,0.03732877714549432,7,2,0,1,3910,1,2,4443,2,1,39559,38843,38,707
24,61992,4.35491125083818,0.21583777810977756,21,1,1,2,17399,2,8,2209,2,1,19437,35403,114,531
32,37716,27.99490534649641,0.2846546986550732,11,1,0,1,37205,0,2,8895,2,2,20239,17987,81,595
61,117724,14.63276287883185,0.8812980666715099,22,2,1,1,47042,2,6,3387,0,1,10188,45333,102,344
44,33621,18.8664887570306,0.9188691358041549,37,3,0,4,19538,0,7,9305,1,0,40126,10968,92,841
43,26820,19.265581681043884,0.8461038198143962,1,4,0,1,21341,0,1,8153,2,0,48610,38688,46,351
50,149728,15.148653767769021,0.4169509810736891,11,3,0,4,9352,1,3,9720,2,1,31092,33848,96,673
32,133065,4.260661323634611,0.9146238897401768,20,3,1,1,15970,0,3,6119,0,1,39556,49589,29,405
53,62800,22.552600736738974,0.09850809622189383,11,4,0,4,48629,1,6,2985,3,2,19456,31949,44,355
62,75043,17.453575053704768,0.652434700282305,30,2,0,0,16546,2,5,6165,2,1,14201,49907,85,721
44,50399,3.5604184577215046,0.9372237775815246,8,2,0,4,30860,1,9,5257,1,2,27804,7492,95,690
22,139374,21.009659059008257,0.7548998400721014,14,4,0,0,21145,1,5,6647,2,1,21574,34838,87,590
19,34002,21.082897824194717,0.27786716860223626,31,1,0,0,26796,0,5,6722,3,0,29746,41680,59,516
50,63098,16.454593382877455,0.7175058177679843,8,3,0,3,37042,0,8,4587,3,1,11564,44885,43,673
33,65511,2.7164643087470406,0.2947633695626637,23,1,0,0,44891,1,3,2489,2,0,41684,5331,60,467
40,73243,10.579320934101878,0.11158211421007203,7,2,1,3,35992,2,9,4642,1,2,8261,21762,98,310
55,135131,1.527723228801029,0.7172215338337589,27,3,0,4,40503,1,1,6969,0,2,11354,20172,60,842
33,48750,14.32788056479174,0.1792266437139466,17,2,0,2,7974,2,1,7503,0,0,21058,12903,96,585
31,111610,27.1934139568213,0.11106493881569146,36,4,0,3,40578,2,8,8769,1,1,8029,22598,38,841
46,37310,0.06758947838771179,0.551760054648486,35,4,1,2,12746,0,3,6226,1,1,28981,30204,27,385
43,75398,7.999159591272366,0.620625258930853,36,1,0,4,5597,2,9,5939,3,0,39248,8927,48,785
52,102542,23.99577303444255,0.051056284456425405,31,1,1,3,31284,1,8,2666,0,2,14957,11636,29,557
32,95207,0.29582501464819555,0.004468887999136695,20,2,0,4,22077,0,0,6213,0,0,10487,6844,64,395
20,137725,0.3052031113802012,0.8820703303931517,38,2,0,2,14440,0,1,2571,3,0,45342,29935,17,300
40,64345,18.32455758283197,0.11525256096304293,28,4,0,4,46916,0,6,2723,0,0,43256,9955,29,663
46,113430,23.675992703957533,0.5838980527996553,17,3,0,2,45022,2,6,6329,0,2,23185,33462,49,414
51,134921,23.29516252400012,0.9535462474208913,22,4,1,0,31619,1,0,3315,1,0,25413,10598,78,358
50,111729,23.387340622478607,0.51191011591042,32,2,0,2,1223,1,7,3442,3,0,31500,44585,30,715
58,71843,10.83019034452997,0.13979800917771035,8,4,1,2,18746,0,6,2772,1,2,18105,42671,44,615
58,30222,26.481724328233764,0.3934845032221149,37,1,1,0,8869,2,9,7062,0,2,5893,46914,65,367
40,109322,0.38506804190210686,0.6240421478444828,3,1,1,3,6871,1,1,8190,1,1,28667,10640,22,531
24,51509,9.365662103169011,0.7628396370692055,15,2,1,1,43294,2,0,7460,1,2,42236,16116,14,509
20,20386,10.115630845061697,0.6069379945705304,2,4,1,3,20403,0,1,5688,0,2,45357,40106,48,814
49,84334,4.967133774586234,0.03431573450169789,7,2,0,1,19312,1,6,7720,2,1,16534,22360,63,537
48,87170,10.086779189762977,0.1431028652649431,15,3,1,0,365,1,9,7053,2,0,11815,6354,118,840
35,60878,17.57652390156327,0.37180168879499353,1,1,0,3,29912,2,3,9159,2,0,43451,47890,93,740
60,89669,15.608379380921475,0.7057136853259788,18,4,1,4,41974,2,5,8046,1,2,48362,40744,52,730
24,127680,9.582820757536195,0.5843279749472046,23,1,1,4,34783,0,4,1397,2,1,8351,8086,39,585
58,58349,22.479825410473666,0.04469498359705104,15,4,1,3,18172,0,7,2701,0,0,30571,14156,114,513
18,120271,21.44371735313422,0.7968859076038882,39,1,1,4,24880,1,6,5401,2,0,22319,30535,47,340
31,41952,8.420894312413212,0.6051244313557643,1,2,0,0,27353,1,6,1797,0,2,37696,32695,79,367
69,141972,9.696851783337525,0.8871500355009214,31,1,0,4,37987,0,8,8705,1,1,23600,22319,27,516
49,110352,8.62560595896383,0.4176530987650784,0,4,0,4,33178,1,3,4984,1,0,25593,29813,96,443
23,41529,3.865534995336466,0.4902017808375475,17,2,0,1,29206,1,8,3261,0,1,35297,30738,38,835
56,91303,22.583449288825644,0.40555076963541015,38,4,1,1,33107,2,2,9170,2,2,22508,43588,26,601
27,61521,1.3882953154574718,0.7224545295090177,31,3,0,2,14618,1,2,9637,0,0,9630,28442,63,840
24,38383,4.517414823102683,0.7521308558615672,8,4,0,0,36852,2,4,5364,0,0,17818,27302,92,824
43,24901,3.159135532435423,0.7232423940479092,2,4,0,4,30850,0,9,3639,3,1,28725,22309,15,551
51,62889,24.76016926573003,0.2915992998543375,23,2,1,0,103,0,2,9475,0,1,14354,43802,71,392
47,34633,1.3202554616025297,0.6360315370431531,10,4,0,0,7706,0,8,1232,3,1,19386,23127,53,365
53,82244,19.938818697496764,0.33852816614384407,27,3,1,1,28652,2,0,3554,0,2,24473,22337,53,526
38,149177,1.3342379523241044,0.834200411864384,15,3,0,4,35517,0,5,1871,2,0,38883,28400,64,821
34,39163,23.59330211765398,0.055116162291272475,28,2,0,2,49403,2,6,7317,0,1,39510,31900,33,794
50,79019,27.381422591812456,0.03772075269244257,11,3,0,3,31501,1,0,6712,0,2,21361,48051,98,315
27,30707,14.605294975036843,0.1017084245425931,3,2,0,2,22235,2,4,3386,2,0,28975,38514,29,304
68,108112,24.13625403036887,0.20236319446318973,25,1,1,1,19115,1,8,6737,2,2,30550,25149,112,715
64,103597,21.192315985506852,0.037635359084933984,3,4,1,2,26648,0,5,7457,0,1,10053,42150,49,811
59,65101,23.869058765204016,0.071616689211347,10,4,1,1,44007,1,3,5219,3,1,15663,15799,86,399
68,64706,23.003255985779656,0.3060564927346473,1,4,0,1,34299,1,3,4218,3,2,6714,45391,79,651
29,97084,6.161036512161958,0.09979068178525574,30,4,0,0,47155,0,4,9181,0,1,46871,32985,77,717
33,35115,14.986770304643686,0.802073776674791,2,2,1,4,31371,1,4,6523,2,2,19254,7212,78,639
58,95379,28.812425613791575,0.0538673889606307,24,4,0,3,12755,1,5,1409,2,2,33036,39663,40,329
